time,25%,75%,mean,median,std
1984-10-01,0.0,0.0,0.0,0.0,0.0
1984-10-02,0.0,0.0,0.0,0.0,0.0
1984-10-03,0.0,0.0,0.0,0.0,0.0
1984-10-04,0.0,0.0,0.0,0.0,0.0
1984-10-05,6.4327437e-06,6.081929e-05,4.0286173e-05,2.2547101e-05,5.6790683e-05
1984-10-06,6.497726e-08,6.497725e-07,5.847953e-07,1.2995451e-07,1.4944767e-06
1984-10-07,4.158543e-06,7.4659045e-05,5.7960053e-05,2.2157234e-05,9.51277e-05
1984-10-08,0.0,5.847954e-07,1.1046131e-06,6.497726e-08,3.118908e-06
1984-10-09,3.2488632e-07,8.12215e-06,5.263155e-06,1.4944768e-06,1.4554888e-05
1984-10-10,9.623184e-05,0.00062936806,0.00048258508,0.00028096134,0.00055295444
1984-10-11,0.00017400975,0.0010389878,0.00087219,0.00045055177,0.0010909684
1984-10-12,0.00021007167,0.0010957766,0.00093177514,0.00048739405,0.00114607
1984-10-13,0.0014373607,0.0047557433,0.0037343649,0.0027599693,0.0029848542
1984-10-14,0.0031445709,0.009093819,0.0071032317,0.0055786786,0.0049800365
1984-10-15,0.003312732,0.009592055,0.007479719,0.005894144,0.005229423
1984-10-16,0.0029293653,0.009003761,0.006985625,0.005368811,0.005132084
1984-10-17,0.0026901858,0.008560748,0.006640069,0.004979008,0.00505463
1984-10-18,0.0026855057,0.008511957,0.0066331895,0.004914614,0.0051127193
1984-10-19,0.0025115642,0.008017989,0.006299144,0.004589343,0.0049723103
1984-10-20,0.0024168273,0.0076677706,0.006061331,0.004391486,0.004832473
1984-10-21,0.0023279379,0.0073178634,0.0058092857,0.0041809576,0.0046733445
1984-10-22,0.0021914227,0.0067337207,0.005373161,0.0038528857,0.004330206
1984-10-23,0.0020828452,0.0062096864,0.0050112354,0.0036141644,0.0040040836
1984-10-24,0.0023006487,0.006692594,0.0053999196,0.0039636763,0.0041918647
1984-10-25,0.0033840807,0.009392135,0.0075491713,0.0056719203,0.0055036866
1984-10-26,0.004794084,0.012595328,0.010109224,0.007856715,0.006863283
1984-10-27,0.0059064934,0.01515299,0.012117214,0.009619686,0.007873086
1984-10-28,0.008085247,0.020153841,0.015992299,0.013181717,0.0096608605
1984-10-29,0.010219869,0.024699198,0.019560648,0.016526049,0.011228693
1984-10-30,0.012122543,0.028408844,0.022532452,0.019356824,0.012453713
1984-10-31,0.014553591,0.03297694,0.026220078,0.022894263,0.013928873
1984-11-01,0.01691602,0.037249144,0.029723873,0.026226072,0.015263507
1984-11-02,0.0329375,0.062909424,0.05151871,0.047020882,0.022159204
1984-11-03,0.044525567,0.080778085,0.06694658,0.061641537,0.026659485
1984-11-04,0.05299892,0.093855016,0.0782484,0.07234135,0.029994506
1984-11-05,0.05664544,0.099580996,0.08317871,0.07701281,0.031476874
1984-11-06,0.057915844,0.101555385,0.0848637,0.07859041,0.032009475
1984-11-07,0.06325647,0.10969045,0.091861695,0.0851863,0.03401047
1984-11-08,0.06464123,0.11180318,0.09370131,0.086921595,0.034544066
1984-11-09,0.06579641,0.11367944,0.09530061,0.08842861,0.035075806
1984-11-10,0.06862269,0.11820779,0.0991701,0.09210865,0.03627539
1984-11-11,0.07853079,0.13349761,0.11235761,0.10464826,0.040106382
1984-11-12,0.08365362,0.1413647,0.11914754,0.11110516,0.042074416
1984-11-13,0.09040553,0.15154968,0.12800682,0.11954071,0.04458542
1984-11-14,0.092891276,0.15535043,0.13130213,0.12268945,0.04553687
1984-11-15,0.092956685,0.15545306,0.13138829,0.122771405,0.04556258
1984-11-16,0.09293946,0.15543546,0.13137102,0.12275563,0.045560505
1984-11-17,0.09289473,0.15538222,0.13132022,0.12269525,0.045560703
1984-11-18,0.095019534,0.158725,0.13418712,0.12540363,0.04644705
1984-11-19,0.10005989,0.16646324,0.14086232,0.1317539,0.04840583
1984-11-20,0.10462465,0.17354392,0.14694177,0.13752754,0.050217737
1984-11-21,0.10738637,0.17780644,0.15061493,0.14101641,0.05131589
1984-11-22,0.10741728,0.17784542,0.15065295,0.14105162,0.05132837
1984-11-23,0.10923395,0.18064138,0.15306762,0.14334321,0.05203989
1984-11-24,0.11418191,0.18831238,0.15968801,0.14957741,0.054016773
1984-11-25,0.11564282,0.19066021,0.16168818,0.15144843,0.054680157
1984-11-26,0.11826725,0.19484045,0.16526687,0.15482627,0.05581681
1984-11-27,0.121164344,0.19945143,0.16920844,0.15854324,0.057060823
1984-11-28,0.13001633,0.21318391,0.18102768,0.16972788,0.06060454
1984-11-29,0.13487539,0.2206731,0.18748704,0.17587522,0.06253907
1984-11-30,0.14181268,0.23145509,0.19674873,0.18464518,0.06529938
1984-12-01,0.14305446,0.23345666,0.1984383,0.18622275,0.06584455
1984-12-02,0.1431505,0.23361926,0.19857349,0.18634939,0.06589004
1984-12-03,0.14315584,0.23362905,0.19858027,0.1863562,0.065892294
1984-12-04,0.1431557,0.23363133,0.19858101,0.18635687,0.065893516
1984-12-05,0.14314719,0.23362029,0.19857274,0.18634848,0.06589398
1984-12-06,0.14313594,0.2336053,0.19856057,0.18633741,0.06589308
1984-12-07,0.14439423,0.23555501,0.20025119,0.18792263,0.06642348
1984-12-08,0.15182275,0.24692959,0.2100784,0.19724368,0.069276795
1984-12-09,0.1537919,0.24995688,0.21269049,0.19976172,0.070039295
1984-12-10,0.15586126,0.25329408,0.2155423,0.2024538,0.07095336
1984-12-11,0.15712057,0.25529796,0.21725841,0.20405738,0.07150876
1984-12-12,0.16088453,0.26120842,0.22231968,0.2088377,0.073067695
1984-12-13,0.1628664,0.26430115,0.2249862,0.21135078,0.073882736
1984-12-14,0.16895708,0.2737016,0.23309578,0.21900696,0.07629679
1984-12-15,0.17569672,0.28394285,0.2419658,0.2274164,0.078907534
1984-12-16,0.17930323,0.28952375,0.24676394,0.23198497,0.08033416
1984-12-17,0.1801691,0.29089686,0.24794589,0.23309338,0.08070219
1984-12-18,0.18026857,0.2910624,0.24808775,0.23322296,0.08075344
1984-12-19,0.18025517,0.2910518,0.24807505,0.2332097,0.08075481
1984-12-20,0.18085021,0.29202878,0.24890131,0.23399052,0.08102989
1984-12-21,0.18293044,0.2954033,0.25177273,0.23669103,0.08197781
1984-12-22,0.18662342,0.3011796,0.2567413,0.24135926,0.08353261
1984-12-23,0.19148186,0.3088838,0.2633147,0.24762699,0.08555254
1984-12-24,0.19268945,0.31079918,0.26494452,0.2491672,0.086053625
1984-12-25,0.19296364,0.31122586,0.2653113,0.24950422,0.08616956
1984-12-26,0.19476335,0.31416836,0.26780468,0.2518457,0.087003425
1984-12-27,0.19771697,0.3187404,0.271743,0.2555525,0.088211425
1984-12-28,0.19986266,0.3221087,0.27462956,0.2582693,0.0891008
1984-12-29,0.20509526,0.33020377,0.2816027,0.26487175,0.09118114
1984-12-30,0.21453102,0.34463018,0.2940886,0.27672362,0.094802044
1984-12-31,0.21656927,0.347803,0.29682752,0.2793125,0.09562014
1985-01-01,0.21657181,0.34780893,0.29683295,0.27931827,0.09562306
1985-01-02,0.21654548,0.34778672,0.29681072,0.27929476,0.09562542
1985-01-03,0.2164873,0.34773776,0.2967605,0.27924427,0.09563829
1985-01-04,0.21653254,0.34780738,0.29681864,0.27930272,0.095655166
1985-01-05,0.21666043,0.34800854,0.29699644,0.2794608,0.09570925
1985-01-06,0.21682242,0.348267,0.29721782,0.27966362,0.09578017
1985-01-07,0.21735498,0.34917432,0.29798445,0.28037867,0.096053116
1985-01-08,0.21763186,0.34965408,0.29838407,0.28075364,0.09619723
1985-01-09,0.21766073,0.34970185,0.29842538,0.28079048,0.096210375
1985-01-10,0.21768038,0.34974924,0.29846525,0.28082356,0.096222736
1985-01-11,0.21772072,0.3498112,0.2985162,0.28087458,0.09623806
1985-01-12,0.21773992,0.3498415,0.2985398,0.28089634,0.09624717
1985-01-13,0.21778454,0.34991375,0.29860133,0.28096062,0.09626668
1985-01-14,0.21827888,0.35071614,0.2992794,0.28159428,0.096489035
1985-01-15,0.222062,0.35665312,0.30435237,0.28639987,0.098042645
1985-01-16,0.22236925,0.35712937,0.3047647,0.28679216,0.09816779
1985-01-17,0.22240146,0.35714516,0.3047774,0.28680104,0.09818032
1985-01-18,0.22269833,0.35762236,0.30520877,0.28722608,0.09833402
1985-01-19,0.22271407,0.35773948,0.30528057,0.2872871,0.09841574
1985-01-20,0.22678772,0.36404338,0.31067872,0.2924069,0.10002359
1985-01-21,0.22833486,0.36641648,0.31271666,0.29429403,0.100638546
1985-01-22,0.22831106,0.36640772,0.31270412,0.2943503,0.10063695
1985-01-23,0.22829185,0.36635208,0.3126448,0.294284,0.10062353
1985-01-24,0.22826572,0.36629635,0.31259993,0.2942459,0.100612745
1985-01-25,0.2282887,0.36632547,0.31262162,0.2942878,0.10062218
1985-01-26,0.22828868,0.3663372,0.3126307,0.29429954,0.100629926
1985-01-27,0.22851582,0.36673087,0.31295696,0.29459965,0.10075361
1985-01-28,0.22923781,0.36796537,0.31399202,0.29555643,0.101129405
1985-01-29,0.2294796,0.3683666,0.31432447,0.29588175,0.10123911
1985-01-30,0.22952692,0.36844504,0.3143948,0.29594865,0.10126606
1985-01-31,0.229619,0.36858144,0.31451333,0.29605836,0.101299554
1985-02-01,0.23077352,0.37044266,0.31610698,0.2975541,0.10182016
1985-02-02,0.23219998,0.37270477,0.31804848,0.29939,0.102432944
1985-02-03,0.23223327,0.37275657,0.3180979,0.29943305,0.10244361
1985-02-04,0.23227526,0.37282142,0.31815347,0.29948568,0.10245809
1985-02-05,0.23331416,0.37461352,0.31965446,0.30088136,0.10300794
1985-02-06,0.23398954,0.3757303,0.32059842,0.3017633,0.10333093
1985-02-07,0.24023485,0.3855129,0.3289921,0.30968952,0.10590486
1985-02-08,0.24285932,0.38966203,0.33255005,0.31303462,0.10700107
1985-02-09,0.24358587,0.3908639,0.33357215,0.31398854,0.10734489
1985-02-10,0.24800055,0.3978695,0.33958998,0.31962916,0.10923876
1985-02-11,0.2560677,0.41027007,0.35033354,0.32976913,0.11245019
1985-02-12,0.2640431,0.4224477,0.3608822,0.33975753,0.11555733
1985-02-13,0.26513472,0.42423323,0.3624162,0.3412146,0.11605742
1985-02-14,0.26532078,0.42452228,0.36266202,0.34144554,0.116132945
1985-02-15,0.2678084,0.42843086,0.36601022,0.3445582,0.11714901
1985-02-16,0.26931924,0.43087485,0.3680969,0.34649578,0.11786083
1985-02-17,0.270446,0.43279314,0.36970744,0.34798416,0.118426904
1985-02-18,0.27088255,0.43350595,0.3703095,0.34854132,0.11863552
1985-02-19,0.27261272,0.43625662,0.37266847,0.35079798,0.11937428
1985-02-20,0.27752972,0.44396552,0.37929994,0.35719562,0.121349454
1985-02-21,0.27857608,0.44562256,0.38071802,0.35851464,0.12182522
1985-02-22,0.28102782,0.44945234,0.38402802,0.36166432,0.12281976
1985-02-23,0.28240573,0.45165917,0.38590854,0.36341414,0.12342862
1985-02-24,0.28488296,0.45550415,0.38924047,0.36654228,0.12445812
1985-02-25,0.2873302,0.45927826,0.39255184,0.36963415,0.12551555
1985-02-26,0.2875923,0.45967636,0.39290404,0.36995688,0.12562439
1985-02-27,0.28757042,0.4596927,0.39292488,0.36994067,0.12563801
1985-02-28,0.28793356,0.46035534,0.39341807,0.3703273,0.12580535
1985-03-01,0.28877577,0.46168274,0.39455092,0.3713861,0.12616134
1985-03-02,0.28892452,0.46190834,0.39475587,0.3715881,0.1262282
