time,25%,75%,mean,median,std
1984-10-01,0.0,0.0,0.0,0.0,0.0
1984-10-02,0.0,0.0,0.0,0.0,0.0
1984-10-03,0.0,0.0,0.0,0.0,0.0
1984-10-04,0.0,0.0,0.0,0.0,0.0
1984-10-05,1.2456742e-05,5.865048e-05,4.6193712e-05,2.6384061e-05,5.2854677e-05
1984-10-06,8.650519e-08,1.6435986e-06,1.6435985e-06,3.4602076e-07,3.5467124e-06
1984-10-07,2.5951558e-06,2.7335636e-05,2.7595142e-05,6.1418687e-06,4.083042e-05
1984-10-08,0.0,1.7301038e-07,6.055363e-07,0.0,1.2110726e-06
1984-10-09,0.0,1.0380622e-06,1.9896192e-06,5.190311e-07,2.9411763e-06
1984-10-10,0.000102768216,0.0005564013,0.00047655718,0.00025371983,0.0005457614
1984-10-11,0.0003327859,0.0014227497,0.0012051899,0.0007099477,0.0012460202
1984-10-12,0.00038961993,0.0014955878,0.0012743939,0.000784169,0.0012650512
1984-10-13,0.0018394451,0.0052768146,0.0042615863,0.0032538052,0.003118337
1984-10-14,0.004729148,0.011040221,0.009099903,0.0073939417,0.005650081
1984-10-15,0.0048881467,0.011135552,0.00923503,0.007535121,0.005637622
1984-10-16,0.004428635,0.009980358,0.008354754,0.006794546,0.0052095978
1984-10-17,0.0041214535,0.009172057,0.007727246,0.0063314834,0.0048143584
1984-10-18,0.0040253457,0.008867382,0.0074933344,0.006173093,0.004614011
1984-10-19,0.003742819,0.008237886,0.0069620213,0.0057504317,0.0042843414
1984-10-20,0.0034937703,0.007763233,0.0065625375,0.005441177,0.004028633
1984-10-21,0.0032674742,0.007349735,0.0061812294,0.0051032864,0.003791175
1984-10-22,0.002943079,0.006658389,0.0056127147,0.0046092547,0.0034695494
1984-10-23,0.0026932538,0.006149216,0.0051653096,0.0042085657,0.0032058798
1984-10-24,0.0029849503,0.0067156535,0.005617645,0.0046273344,0.0033644428
1984-10-25,0.004229845,0.009090566,0.0076661706,0.0063849445,0.0043937694
1984-10-26,0.0066512953,0.013650251,0.011575254,0.009660633,0.0062948056
1984-10-27,0.008759249,0.017414358,0.0148050925,0.01238797,0.007766086
1984-10-28,0.012644111,0.02367352,0.020170659,0.017403264,0.00941574
1984-10-29,0.01608805,0.029630262,0.025179824,0.021936748,0.011211926
1984-10-30,0.019136753,0.03451563,0.029387351,0.025813634,0.012593325
1984-10-31,0.022682272,0.040085085,0.034207404,0.030268764,0.014127229
1984-11-01,0.02659005,0.047038216,0.03998102,0.03564453,0.016309494
1984-11-02,0.053557154,0.08958322,0.07645453,0.0700401,0.02771305
1984-11-03,0.068182364,0.11004496,0.09498579,0.08739564,0.032301523
1984-11-04,0.07791628,0.12301071,0.106980614,0.098551296,0.034983218
1984-11-05,0.08139045,0.12738208,0.1110776,0.10234165,0.03580101
1984-11-06,0.082230456,0.12822466,0.11198682,0.103142895,0.035898674
1984-11-07,0.08842614,0.13593768,0.1192189,0.110040575,0.037172265
1984-11-08,0.08961818,0.13744465,0.120597154,0.11133317,0.037373554
1984-11-09,0.091355436,0.14005037,0.12292599,0.11355692,0.038061634
1984-11-10,0.094841324,0.14505251,0.12738198,0.11783963,0.03923465
1984-11-11,0.10500354,0.15846188,0.1396003,0.1293643,0.041786913
1984-11-12,0.109486245,0.16402529,0.14479569,0.13430089,0.04261547
1984-11-13,0.11512878,0.17109273,0.15144047,0.14094919,0.043698255
1984-11-14,0.117907345,0.17444497,0.15471002,0.14411102,0.044256747
1984-11-15,0.11791792,0.17447373,0.15473765,0.14413138,0.044257168
1984-11-16,0.11781304,0.1742956,0.15459448,0.14400326,0.044200063
1984-11-17,0.11757029,0.17388286,0.1542648,0.14370503,0.044083815
1984-11-18,0.120155886,0.17752632,0.15748787,0.1468056,0.04478996
1984-11-19,0.1259719,0.18548729,0.16469927,0.15365443,0.046229023
1984-11-20,0.13145186,0.19313355,0.17158537,0.16018051,0.047826376
1984-11-21,0.13438088,0.19732937,0.17530826,0.16373225,0.0487439
1984-11-22,0.13437134,0.19728716,0.17528233,0.16371624,0.04873819
1984-11-23,0.13668759,0.2002696,0.17796585,0.16636199,0.049171653
1984-11-24,0.1432798,0.20931229,0.18601856,0.17409125,0.050926704
1984-11-25,0.14577413,0.2134125,0.18951549,0.17735435,0.052198805
1984-11-26,0.15001562,0.220623,0.19561604,0.18302134,0.054414544
1984-11-27,0.15472384,0.2285708,0.20231251,0.18931651,0.056717116
1984-11-28,0.16951331,0.25199336,0.22242963,0.20826112,0.06301143
1984-11-29,0.17710182,0.26326337,0.23226714,0.21760657,0.06565882
1984-11-30,0.1868059,0.2776224,0.24492115,0.22954546,0.068990074
1984-12-01,0.1884868,0.2802028,0.24717733,0.23166406,0.06967741
1984-12-02,0.18859333,0.280365,0.24731965,0.23180048,0.069729775
1984-12-03,0.18858415,0.2803464,0.24730556,0.23178881,0.0697289
1984-12-04,0.18857177,0.2803262,0.24728961,0.23177578,0.06972632
1984-12-05,0.18855268,0.28029665,0.24726492,0.23174854,0.069722064
1984-12-06,0.18850425,0.2801996,0.24717982,0.23166516,0.06969246
1984-12-07,0.1901132,0.28233492,0.24911478,0.23350826,0.07006623
1984-12-08,0.20040537,0.29620326,0.261668,0.24539322,0.07267713
1984-12-09,0.20309477,0.29989174,0.2649617,0.24854735,0.07340607
1984-12-10,0.20724878,0.30651972,0.27066827,0.25385192,0.075237446
1984-12-11,0.2095432,0.31013173,0.27376175,0.25673008,0.07624182
1984-12-12,0.2148312,0.3186356,0.28098917,0.26352525,0.07859796
1984-12-13,0.21783096,0.32351142,0.28513148,0.2674438,0.07993908
1984-12-14,0.22769599,0.33768937,0.2976765,0.279381,0.083172224
1984-12-15,0.23991825,0.35511786,0.31310025,0.29384515,0.08717296
1984-12-16,0.24542068,0.36378583,0.3205975,0.3009184,0.089502394
1984-12-17,0.24715886,0.3665139,0.32297882,0.3031292,0.09026429
1984-12-18,0.24723844,0.3666394,0.3230962,0.3032213,0.0903057
1984-12-19,0.24721256,0.36660662,0.32306013,0.30319023,0.09029039
1984-12-20,0.24833442,0.36844185,0.32462254,0.30463612,0.090818115
1984-12-21,0.25267392,0.37537578,0.33055642,0.31020427,0.09273341
1984-12-22,0.2595161,0.38539594,0.3394351,0.31862885,0.09517439
1984-12-23,0.26694754,0.396201,0.3490701,0.3277228,0.09769737
1984-12-24,0.26880026,0.39897236,0.35147062,0.32997137,0.09834262
1984-12-25,0.26904508,0.3993238,0.3517824,0.33026513,0.09841938
1984-12-26,0.27169704,0.40341744,0.3553626,0.33360898,0.0995023
1984-12-27,0.27745983,0.41233993,0.36310014,0.3408669,0.101876125
1984-12-28,0.28142244,0.41854423,0.368437,0.34587687,0.10355198
1984-12-29,0.29209685,0.43494153,0.3825996,0.35931465,0.10786513
1984-12-30,0.30991054,0.46208525,0.40613243,0.38149485,0.114897944
1984-12-31,0.31285045,0.46664545,0.4100874,0.3852019,0.11607193
1985-01-01,0.31282225,0.4666382,0.410073,0.38518316,0.1160797
1985-01-02,0.3125752,0.46651387,0.40989763,0.3849881,0.116114646
1985-01-03,0.3122211,0.4662936,0.40961555,0.38465732,0.11616614
1985-01-04,0.3121739,0.46624187,0.40957233,0.3846123,0.11617106
1985-01-05,0.31225497,0.46639264,0.40973043,0.38473237,0.11625827
1985-01-06,0.31240165,0.46663332,0.40994495,0.38489693,0.11635674
1985-01-07,0.31318417,0.46791577,0.41104987,0.38596347,0.11677381
1985-01-08,0.3134747,0.4684301,0.41147497,0.38634098,0.11693804
1985-01-09,0.31338423,0.46833584,0.41139087,0.38622516,0.11692663
1985-01-10,0.31333664,0.46829656,0.4113433,0.38616192,0.11691952
1985-01-11,0.313323,0.46827275,0.41132945,0.38614985,0.11691886
1985-01-12,0.3133098,0.46826863,0.41132367,0.38614267,0.1169198
1985-01-13,0.31321007,0.46817386,0.41121048,0.3860137,0.116898745
1985-01-14,0.31383413,0.46918252,0.41203833,0.3867575,0.11716193
1985-01-15,0.3194485,0.47726187,0.41915736,0.393315,0.11903096
1985-01-16,0.3196281,0.47752482,0.4193958,0.3935045,0.11911668
1985-01-17,0.3189951,0.47656885,0.41860813,0.3926664,0.118954234
1985-01-18,0.317806,0.47486475,0.4171636,0.39125237,0.11873134
1985-01-19,0.31635725,0.47306538,0.4155622,0.38971612,0.11854211
1985-01-20,0.31849113,0.47621953,0.41838327,0.39227653,0.119285375
1985-01-21,0.31913427,0.4771933,0.4192299,0.39307845,0.11952653
1985-01-22,0.3188541,0.47665447,0.418814,0.39266616,0.11940375
1985-01-23,0.31852567,0.47600198,0.41832188,0.3921835,0.11923392
1985-01-24,0.3182473,0.4754274,0.41791478,0.391782,0.11910097
1985-01-25,0.31814888,0.47519872,0.4177323,0.39163646,0.11902158
1985-01-26,0.31801382,0.4749296,0.41752306,0.39143372,0.11893323
1985-01-27,0.31822369,0.4752852,0.41782847,0.3917276,0.11904787
1985-01-28,0.31906548,0.47670722,0.4190392,0.39284572,0.11949773
1985-01-29,0.31928298,0.4770232,0.4193408,0.39315104,0.11960193
1985-01-30,0.31929624,0.47708166,0.4193924,0.39319396,0.119635336
1985-01-31,0.319289,0.47710237,0.4194064,0.39319608,0.11964745
1985-02-01,0.32105312,0.47998443,0.42185932,0.39548853,0.12050177
1985-02-02,0.32329735,0.48361117,0.4249616,0.39839628,0.12153947
1985-02-03,0.32334307,0.48368478,0.42502373,0.39845338,0.121561624
1985-02-04,0.32334614,0.4836957,0.42502835,0.39845634,0.121567406
1985-02-05,0.32498646,0.48649612,0.42739123,0.40062743,0.12243799
1985-02-06,0.32638857,0.48882455,0.42936236,0.40245414,0.12313285
1985-02-07,0.33832356,0.50818336,0.44578326,0.4177963,0.12852207
1985-02-08,0.34262645,0.5150661,0.45163417,0.42325026,0.13040861
1985-02-09,0.34404594,0.5173641,0.45359075,0.42506626,0.13107237
1985-02-10,0.3531148,0.5316826,0.46585897,0.43660438,0.13498396
1985-02-11,0.3664473,0.55151224,0.4832596,0.45303926,0.13995211
1985-02-12,0.37797883,0.568094,0.49803674,0.46710005,0.14378342
1985-02-13,0.37960896,0.570637,0.500228,0.46914515,0.14448763
1985-02-14,0.379714,0.57073784,0.5003476,0.46926406,0.1444915
1985-02-15,0.3833231,0.5755502,0.5047573,0.47345376,0.1455212
1985-02-16,0.3855278,0.57898855,0.50776577,0.4762552,0.146499
1985-02-17,0.38716352,0.5816847,0.5100852,0.47835785,0.14732653
1985-02-18,0.3875919,0.58233964,0.51065344,0.4788396,0.14752078
1985-02-19,0.39047796,0.58656913,0.514443,0.48236096,0.1486086
1985-02-20,0.3974219,0.596692,0.5234265,0.4908328,0.15098917
1985-02-21,0.39921328,0.5995879,0.5258536,0.4930734,0.15179108
1985-02-22,0.40220043,0.60374284,0.5296296,0.49653846,0.15274586
1985-02-23,0.40325278,0.60539913,0.53108096,0.49782807,0.15321577
1985-02-24,0.40606043,0.6094148,0.53470004,0.50117195,0.15415514
1985-02-25,0.40958783,0.61452204,0.53930485,0.5054072,0.15544419
1985-02-26,0.4098635,0.6149917,0.5397219,0.50577044,0.15561141
1985-02-27,0.40944478,0.6144388,0.539228,0.50526303,0.15552412
1985-02-28,0.40910977,0.6139985,0.53884876,0.50486404,0.15546028
1985-03-01,0.40969807,0.6147572,0.5395311,0.5054617,0.15562923
1985-03-02,0.40952927,0.61449903,0.5393208,0.505201,0.15558498
