huc_id,Median Peak Swe
171100090101,1.4092
171100090102,0.88075
171100090103,1.202
171100090104,0.4468
171100090201,1.0714445
171100090202,0.758
171100090203,0.559
171100090301,0.8752857
171100090302,0.349875
171100090303,0.35383334
171100090401,1.2652
171100090402,0.9392857
171100090403,0.5792999999999999
171100090501,0.7936
171100090502,0.579
171100090503,0.03357143
171100090601,0.19425
171100090602,0.19183333
171100090603,0.106818184
171100090701,0.0044545455
171100090702,0.11744444
