huc_id,Median Peak Swe
171100080101,0.25642856
171100080102,0.4816
171100080103,0.20775
171100080104,0.49366666
171100080105,0.087
171100080106,0.08071429
171100080107,0.5118
171100080108,0.204
171100080109,0.02811111
171100080201,0.6958333
171100080202,0.3002857
171100080203,0.104833336
171100080204,0.478125
171100080205,0.019
171100080206,0.1085
171100080207,0.01
171100080301,0.0712857099999999
171100080302,0.0158333329999999
171100080303,0.009625
171100080304,0.005
