day,mean_pr,mean_tair,mean_vs,mean_srad,mean_rmax,mean_rmin,mean_swe,huc_id,Tundra,Boreal Forest,Maritime,Ephemeral,Prairie,Montane Forest,Ice,Ocean
1983-10-01,0.0,4.900000000000034,3.7,150.91428571428574,0.7114285714285715,0.3401428571428572,0.0,170300020106,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1983-10-02,0.4857142857142857,4.550000000000068,5.657142857142858,176.00000000000003,0.7962857142857145,0.3775714285714286,0.0,170300020106,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1983-10-03,2.0571428571428574,6.371428571428567,6.242857142857143,143.92857142857142,0.8771428571428573,0.5732857142857144,0.0,170300020106,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1983-10-04,1.657142857142857,4.471428571428589,5.557142857142858,186.3,1.0,0.47557142857142864,0.0,170300020106,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1983-10-05,0.0,4.678571428571445,2.814285714285714,174.0142857142857,0.8407142857142857,0.43700000000000006,0.0,170300020106,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1983-10-06,0.0,2.421428571428578,5.757142857142858,169.28571428571428,0.9255714285714286,0.41542857142857137,0.0,170300020106,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1983-10-07,0.0,2.135714285714357,4.085714285714286,180.72857142857143,0.8735714285714287,0.4038571428571429,0.0,170300020106,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1983-10-08,0.0,4.514285714285734,3.6000000000000005,87.75714285714285,0.6288571428571429,0.3642857142857143,0.0,170300020106,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1983-10-09,0.0,4.342857142857156,4.342857142857143,148.31428571428572,0.8382857142857142,0.3754285714285714,0.0,170300020106,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1983-10-10,0.0,2.9642857142857792,2.9714285714285715,174.52857142857144,0.9621428571428572,0.4265714285714286,0.0,170300020106,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1983-10-11,0.0,4.7000000000000455,1.6285714285714286,171.6714285714286,0.7605714285714287,0.2762857142857143,0.0,170300020106,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
